"date","speaking","pitch","energy","nodding"
Date(2016,02,03,00,07,45,00);1;198.57139;0.00644
Date(2016,02,03,00,07,46,00);1;204.60668;0.00352
Date(2016,02,03,00,07,47,00);1;189.27581;0.00119
Date(2016,02,03,00,07,48,00);0;0.00000;0.00000
Date(2016,02,03,00,07,49,00);1;208.63712;0.00815
Date(2016,02,03,00,07,50,00);1;219.90000;0.00625
Date(2016,02,03,00,07,51,00);1;220.63792;0.00554
Date(2016,02,03,00,07,52,00);1;218.93221;0.00544
Date(2016,02,03,00,07,53,00);1;236.98422;0.00430
Date(2016,02,03,00,07,54,00);1;205.83792;0.01286
Date(2016,02,03,00,07,55,00);1;221.16779;0.01077
Date(2016,02,03,00,07,56,00);1;204.88168;0.00412
Date(2016,02,03,00,07,57,00);1;206.01245;0.00439
Date(2016,02,03,00,07,58,00);1;211.08078;0.00858
Date(2016,02,03,00,07,59,00);1;214.24636;0.00442
Date(2016,02,03,00,08,00,00);1;195.33681;0.00254
Date(2016,02,03,00,08,01,00);1;189.72927;0.00031
Date(2016,02,03,00,08,02,00);0;0.00000;0.00000
Date(2016,02,03,00,08,03,00);0;0.00000;0.00000
Date(2016,02,03,00,08,04,00);0;0.00000;0.00000
Date(2016,02,03,00,08,05,00);0;0.00000;0.00000
Date(2016,02,03,00,08,06,00);0;0.00000;0.00000
Date(2016,02,03,00,08,07,00);0;0.00000;0.00000
Date(2016,02,03,00,08,08,00);0;0.00000;0.00000
